key,Sentence,checked
813,"నోటా సినిమాతో నిరాశపరిచిన విజయ్‌ ఈ సినిమా మీద చాలా ఆశలే పెట్టుకున్నాడు.
",0
814,"అయితే సినిమా రిలీజ్‌ కన్నా చాలా రోజుల ముందే ఆన్‌లైన్‌ లో రిలీజ్ కావటంతో రిజల్ట్‌ ఎలా ఉండబోతుందన్న ఆందోళనలో ఉన్నారు చిత్రయూనిట్‌.
",0
815,"ఇప్పటికే చాలా వాయిదాల తరువాత ప్రేక్షకుల ముందుకు వచ్చిన టాక్సీవాలా ఏ మేరకు ఆకట్టుకుంది.
",0
816,"? విజయ్‌ దేవరకొండ మరోసారి తన ఫాం చూపించాడా.
",0
817,"శివ (విజయ్‌ దేవరకొండ) అతి కష్టమీద ఐదేళ్లపాటు చదివి డిగ్రీ పూర్తిచేసిన కుర్రాడు.
",0
818,"అన్నా వదినలకు భారం కాకూడదని హైదరాబాద్‌లో ఉన్న ఫ్రెండ్‌(మధు నందన్‌) దగ్గరకు ఉద్యోగం కోసం వచ్చేస్తాడు.
",0
819,"ముందు ఒకటి రెండు జాబ్స్‌ ట్రై చేసిన వర్క్‌ అవుట్ కాకపోవటంతో క్యాబ్‌ డ్రైవర్‌గా పని చేయాలనకుంటాడు.
",0
820,"తన వదిన బంగారం అమ్మి ఇచ్చిన డబ్బుతో ఓ పాత కారును కొని టాక్సీగా మారుస్తాడు.
",0
821,"టాక్సీ తొలి రైడ్‌లోనే అను అమ్మాయితో ప్రేమలో పడతాడు.
",0
822,"అంతా హ్యాపీగా సాగుతుందనుకున్న సమయంలో ఆ టాక్సీలో దెయ్యం ఉందని తెలుస్తుంది.
",0
823,"నిజంగానే టాక్సీలో దెయ్యం ఉందా.
",0
824,"? ఈ పరిస్థితుల్లో శివ ఏం చేశాడు.
",0
825,"? అసలు టాక్సీలో ఉన్న ఆ పవర్‌ ఏంటి.
",0
826,"? ఈ కథతో అను (ప్రియాంక జవాల్కర్‌), శిశిర (మాళవిక నాయర్‌)లకు ఉన్న సంబంధం ఏంటి.
",0
827,"? అన్నదే మిగతా కథ.
",0
828,"విజయ్‌ దేవరకొండ మరోసారి తన యాటిట్యూడ్‌తో ఆకట్టుకున్నాడు.
",0
829,"హీరోయిజం, స్టైల్‌తో పాటు ఎమోషన్స్‌, భయం కూడా చాలా బాగా చూపించాడు.
",0
830,"ముఖ్యంగా ప్రీ క్లైమాక్స్‌, క్లైమాక్స్‌  సన్నివేశాల్లో విజయ్‌ నటన సూపర్బ్‌ అనిపిస్తుంది.
",0
831,"హీరోయిన్‌గా పరిచయం అయిన ప్రియాంక గ్లామర్‌ రోల్‌ లో ఆకట్టుకుంది.
",0
832,"ఆమె పాత్రకు పెద్దగా ఇంపార్టెన్స్‌ లేకపోవటంతో పర్ఫామెన్స్‌కు స్కోప్‌ లేదు.
",0
833,"మాళవిక నాయర్‌కు మరోసారి నటనకు ఆస్కారం ఉన్న పాత్ర దక్కింది.
",0
834,"హీరో ఫ్రెండ్‌గా నటించిన మధుసూదన్‌ మంచి కామెడీ టైమింగ్‌తో నవ్వించాడు.
",0
835,"ఇతర పాత్రల్లో శిజు, కళ్యాణీ, యమున, రవివర్మ, రవిప్రకాష్‌, ఉత్తేజ్‌లు తమ పాత్రలకు పూర్తి న్యాయం చేశారు.
",0
836,"తెలుగులో పెద్దగా కనిపించని సూపర్‌నేచురల్ థ్రిల్లర్‌ కాన్సెప్ట్‌ ఎంచుకున్న దర్శకుడు రాహుల్‌, అనుకున్న కథను తెర మీద చూపించటంలో విజయం సాధించాడు.
",0
837,"రెగ్యులర్ గా అనిపించే రివెంజ్ ఫార్ములా ఉన్నప్పటికీ టేకింగ్ తో ఓ కొత్త అనుభూతినివ్వాలనే దర్శకుడు రాహుల్ సంక్రీత్యాన్ ప్రయత్నం కొంతవరకే సఫలమయ్యింది.
",0
838,"సినిమాకు ప్రధాన బలం కామెడీ.
",0
839,"ముఖ్యం ఫస్ట్‌ హాఫ్ అంతా హీరో, ఫ్రెండ్స్‌ మధ్య వచ్చే సన్నివేశాలతో సరదాగా సాగిపోతుంది.
",0
840,"సెకండ్‌ హాఫ్‌ ఎంటర్‌టైన్మెంట్‌ కాస్త తగ్గినా మార్చురీ సీన్‌ సూపర్బ్ అనిపిస్తుంది.
",0
841,"క్లైమాక్స్‌ లో వచ్చే ఎమోషనల్‌ సీన్స్‌ కంటతడి పెట్టిస్తాయి.
",0
842,"సుజిత్‌ సారంగ్‌ సినిమా మూడ్‌కు తగ్గ విజువల్స్‌తో మెప్పించాడు.
",0
843,"ఒక్క ‘మాటే వినుదుగా’ పాట తప్ప మిగతా పాటలేవి గుర్తుండేలా లేవు.
",0
844,"నేపథ్య సంగీతం బాగుంది.
",0
845,"ఎడిటింగ్‌ నిర్మాణ విలువలు సినిమా స్థాయికి తగ్గట్టుగా ఉన్నాయి.
",0
846,"ఎన్టీఆర్‌, త్రివిక్రమ్‌ కాంబినేషన్‌లో సినిమా చూసేందుకు అభిమానులు చాలా కాలంగా ఎదురుచూస్తున్నారు.
",0
847,"ఎన్టీఆర్‌ కూడా త్రివిక్రమ్‌ కలిసి వర్క్‌ చేసేందుకు చాలా రోజులుగా ప్రయత్నాలు చేశాడు.
",0
848,"ఇటీవల మాస్‌ ఫార్ములాను పక్కన పెట్టి వరుస విజయాలు సాధిస్తున్న తారక్‌, ఫైనల్‌గా తాను అనుకున్నట్టుగా త్రివిక్రమ్‌తో అరవింద సమేత వీర రాఘవ సినిమా చేశాడు.
",0
849,"అజ్ఞాతవాసి లాంటి డిజాస్టర్‌ తరువాత కూడా మాటల మాంత్రికుడిని నమ్మి అవకాశం ఇచ్చాడు.
",0
850,"దీంతో ఈ సినిమాపై భారీ హైప్‌ క్రియేట్‌ అయ్యింది.
",0
851,"టీజర్‌, ట్రైలర్‌ సినిమా మీద అంచనాలను మరింతగా పెంచేశాయి.
",0
852,"మరి అంచనాలు అరవింద సమేత అందుకుందా.
",0
853,"? ఎన్టీఆర్ మరోసారి తన నట విశ్వరూపం చూపించాడా.
",0
854,"? త్రివిక్రమ్‌ తన మార్క్‌ డైలాగ్స్‌, టేకింగ్‌తో పాత ఫామ్‌ను అందుకున్నాడా?.
",0
855,"‘అరవింద సమేత వీర రాఘవ’ నల్లగుడి, కొమ్మద్ది అనే రెండు గ్రామాల మధ్య జరిగే ఫ్యాక్షన్ కథ.
",0
856,"నల్లగుడి ఊరి పెద్ద బసి రెడ్డి(జగపతి బాబు), కొమ్మద్ది ఊరి పెద్ద నారప రెడ్డి (నాగబాబు).
",0
857,"ఓ చిన్న గొడవ కారణంగా రెండు గ్రామాల మధ్య వైరం మొదలయి 30 ఏళ్ల పాటు ఊళ్లను నాశనం చేస్తాయి.
",0
858,"12 ఏళ‍్ల పాటు లండన్‌లో ఉన్న నారపరెడ్డి కుమారుడు వీర రాఘవ రెడ్డి(ఎన్టీఆర్‌) ఊరికి తిరిగి వస్తాడు.
",0
859,"కొడుకును ఇంటికి తీసుకెళ్తుండగా బసిరెడ్డి మనుషులు దాడి చేసి నారప రెడ్డిని చంపేస్తారు.
",0
860,"వీర రాఘవ రెడ్డి తిరగబడి అందరినీ నరికేస్తాడు.
",0
861,"కాని తరువాత భామ్మ మాటలతో ఊరి జనాలను మార్చాలని, ఫ్యాక్షన్‌కు దూరంగా ఉండాలని హైదరాబాద్‌ వెళ్లిపోతాడు.
",0
862,"అక్కడే అరవింద(పూజా హెగ్డే) తో ప్రేమలో పడతాడు.
",0
863,"అరవిందను ఓ ప్రమాదం నుంచి కాపాడటంతో కథ మలుపు తిరుగుతుంది.
",0
864,"అరవింద సాయంతో రెండు గ్రామాల మధ్య గొడవలను, కక్షలను చల్లార్చేందుకు ప్రయత్నిస్తాడు.
",0
865,"ఈ ప్రయత్నంలో వీర రాఘవకు ఎదురైన సమస్యలేంటి.
",0
866,"? అన్నదే మిగతా కథ.
",0
867,"ఎన్టీఆర్‌ సినిమా అంటేనే వన్‌ మెన్‌ షోలా సాగుతుంది.
",0
868,"ఈ సినిమా కూడా అందుకు మినహాయింపేమి కాదు.
",0
869,"చాలా మంది నటీనటులు ఉన్నా.
",0
870,"ఎన్టీఆర్‌ అంతా తానే అయ్యి సినిమాను నడిపించాడు.
",0
871,"ఎమోషన్స్‌, యాక్షన్‌, రొమాన్స్‌ ఇలా ప్రతీ భావాన్ని అద్భుతంగా పలికించాడు.
",0
872,"అంతేకాదు రాయలసీమ యాసలో డైలాగ్స్‌ చెప్పేందుకు ఎన్టీఆర్‌ చూపించిన డెడికేషన్‌ స్క్రీన్‌ మీద కొట్టొచ్చినట్టు కనిపిస్తుంది, వినిపిస్తుంది.
",0
873,"లుక్స్‌పరంగానూ ఎన్టీఆర్‌ పడిన కష్టం సినిమాకు ప్లస్‌ అయ్యింది.
",0
874,"హీరోయిన్‌గా పూజా హెగ్డే ఆకట్టుకుంది.
",0
875,"నటనకు పెద్దగా ఆస్కారం లేకపోయినా కథను మలుపు తిప్పే కీలక పాత్రలో ఆమె ఆకట్టుకుంటుంది.
",0
876,"గ్లామర్‌ పరంగానూ మంచి మార్కులు సాధించింది.
",0
877,"విలన్‌ పాత్రలో జగపతి బాబు జీవించాడు.
",0
878,"లుక్స్‌ పరంగానూ భయపెట్టాడు.
",0
879,"యంగ్ హీరో నవీన్‌ చంద్ర తనదైన నటనతో ఆకట్టుకున్నాడు.
",0
880,"కమెడియన్‌గా టర్న్‌ అయిన సునీల్ అక్కడక్కడా నవ్వించే ప్రయత్నం చేశాడు.
",0
881,"నాగబాబుకు చాలా కాలం తరువాత మంచి పాత్ర దక్కింది.
",0
882,"రావూ రమేష్‌, దేవయాని, సుప్రియా పాతక్‌, ఈషా రెబ్బా, శుభలేక సుధాకర్‌, ‍బ్రహ్మాజీలు తమ పాత్రలకు పూర్తి న్యాయం చేశారు.
",0
883,"త్రివిక్రమ్, ఎన్టీఆర్‌ కాంబినేషన్‌లో సినిమా వస్తుందంటేనే భారీ అంచనాలు ఏర్పడ్డాయి.
",0
884,"ఆ అంచనాలకు తగ్గట్టు అన్ని ఎలిమెంట్స్‌ ఉండేలా ఓ పర్ఫెక్ట్ ఫ్యాకేజ్‌తో ప్రేక్షకుల ముందుకు వచ్చాడు త్రివిక్రమ్‌.
",0
885,"అభిమానులు తన నుంచి ఎక్స్‌పెక్ట్‌ చేసే డైలాగ్స్‌, ఎమోషన్స్‌తో పాటు, ఎన్టీఆర్‌ మార్క్‌ మాస్‌ ఎలిమెంట్స్‌ కూడా మిస్‌ అవ్వకుండా జాగ్రత్త పడ్డాడు.
",0
886,"ఎన్టీఆర్‌ను అభిమానులు ఏ స్థాయిలో చూడాలనుకుంటున్నారో అంతకు మించి చూపించే ప్రయత్నం చేశాడు.
",0
887,"అయితే రొటీన్‌ కథ కావటంతో కొంత నిరాశ కలిగిస్తుంది.
",0
888,"త్రివిక్రమ్‌ గత చిత్రాలతో పోలిస్తే ఎంటర్‌టైన్మెంట్‌ కూడా తక్కువే.
",0
889,"తొలి ఇరవై నిమిషాల్లో సినిమాను ఎక్కడికో తీసుకెళ్లినా.
",0
890,"తరువాత ఆ వేగం కనిపించలేదు.
",0
891,"ముఖ్యంగా లవ్‌ స్టోరి సాగదీసినట్టుగా అనిపిస్తుంది.
",0
892,"అయితే త్రివిక్రమ్‌ మార్క్‌ డైలాగ్స్‌, టేకింగ్ అలరిస్తాయి.
",0
893,"ద్వితీయార్థం ఎమోషనల్‌ సీన్స్‌తో భారంగా సాగుతుంది.
",0
894,"ప్రీ క్లైమాక్స్‌ నుంచి తిరిగి వేగం అందుకుంటుంది.
",0
895,"తమన్‌ సంగీతం సినిమాకు మరో ప్లస్‌ పాయింట్‌.
",0
896,"పాటలతో రిలీజ్‌కు ముందే ఆకట్టుకున్న తమన్‌.
",0
897,"నేపథ్య సంగీతంతో సినిమా రేంజ్‌నే మార్చేశాడు.
",0
898,"యాక్షన్‌, ఎమోషనల్‌ సీన్స్‌ లో తమన్‌ బ్యాక్‌గ్రౌండ్‌ స్కోర్‌ సూపర్బ్‌.
",0
899,"పీఎస్‌ విందా సినిమాటోగ్రపి సినిమాకు మరో ఎసెట్‌.
",0
900,"రాయలసీమ వాతావరణాన్ని కళ్లకు కట్టినట్టుగా తెర మీద ఆవిష్కరించాడు విందా.
",0
901,"ఎడిటింగ్‌, నిర్మాణ విలువలు సినిమా స్థాయికి తగ్గట్టుగా ఉన్నాయి.
",0
902,"ఇండియా గర్వించదగ్గ దర్శకుడు శంకర్‌, ఇండియన్ సూపర్‌స్టార్‌ రజనీకాంత్‌, సక్సెస్‌లో ఉన్న నార్త్‌ స్టార్‌ అక్షయ్‌కుమార్‌.
",0
903,"ఇవే కాక త్రీడీ, 4డీ సౌండ్‌ సిస్టమ్‌, భారీ విజువల్‌ ఎఫెక్ట్స్‌ ఇలాంటి ఎన్నో స్పెషాలిటీస్‌తో వస్తోన్న చిత్రం ‘2:0’.
",0
904,"మామూలుగా రజనీ సినిమా వస్తోందంటేనే అభిమానుల సంబరాలకు హద్దులుండవు.
",0
905,"ఇక శంకర్‌ కాంబినేషన్‌లో తలైవా వస్తున్నాడంటే బాక్సాఫీస్ కూడా హడలెత్తిపోతుంది.
",0
906,"గతంలో వీరి కాంబినేషన్‌లో వచ్చిన శివాజీ, రోబో కలెక్షన్ల వర్షం కురిపించాయి.
",0
907,"ఓ’ అంచనాలను అందుకుందా? బాహుబలి రికార్డులను చిట్టి బద్దలుకొట్టనున్నాడా?  శంకర్‌ మరోసారి తన విజన్‌తో మ్యాజిక్‌ చేశాడా?.
",0
908,"ఇవన్ని తెలియాలంటే ఓ సారి కథలోకి వెళ్దాం.
",0
909,"హఠాత్తుగా నగరంలోని సెల్‌ఫోన్లు మాయమవుతుంటాయి.
",0
910,"మనుషులు మాట్లాడుతుంటే వారి చేతుల్లోంచి కూడా ఫోన్లు ఎగిరిపోతుంటాయి.
",0
911,"అయితే ఈ సమస్య ఎందుకు ఎదురైంది? ఎలా పరిష్కరించాలో ఎవరికీ అంతుపట్టదు.
",0
912,"ఈ పరిణామాలకు కారణాలేంటో శాస్త్రవేత్తలు కూడా కనిపెట్టలేకపోతారు.
",0
913,"అలా మాయమైపోయిన సెల్‌ఫోన్స్‌ అన్ని కలిసి ఓ సెల్‌ ఫోన్‌ వ్యాపారిని, ఓ మొబైల్‌ నెట్‌వర్క్‌ ఓనర్‌ని దారుణంగా హత్య చేస్తాయి.
",0
914,"ఈ ఉపద్రవాన్ని ఎదుర్కొవటానికి ప్రభుత్వం ఓ అత్యవసర సమావేశాన్ని ఏర్పాటు చేస్తుంది.
",0
915,"మిలటరీ సాయంతో సెల్‌ఫోన్‌ దాడిని ఎదుర్కోవాలని ప్రయత్నిస్తారు.
",0
916,"కానీ ఆ ప్రయత్నం కూడా ఫలించదు.
",0
917,"డా వసీకరణ్‌ (రజనీకాంత్‌) రంగంలోకి దిగి దీన్ని చిట్టి మాత్రమే పరిష్కరించగలడని భావించి.
",0
918,"మళ్లీ దానికి ప్రాణం పోస్తాడు.
",0
919,"తిరిగి ప్రాణం పోసుకున్న చిట్టి సాయంతో ఈ విధ్వంసానికి కారణం చనిపోయిన పక్షిరాజా అని తెలుసుకోని ఆ నెగెటివ్‌ ఎనర్జీని బంధించే ప్రయత్నం చేశాడు.
",0
920,"ఈ ప్రయత్నంలో వసీకరణ్‌ విజయం సాధించాడా.
",0
921,"? అసలు పక్షిరాజా సెల్‌ఫోన్స్‌ను ఎందుకు మాయం చేస్తున్నాడు.
",0
922,"? ఎందుకు హత్యలు చేస్తున్నాడు.
",0
923,"ఓ’ రావల్సిన అవసరం ఎందుకు వచ్చింది? అన్నది తెరపై చూడాల్సిందే.
",0
924,"సూపర్‌స్టార్‌ రజనీకాంత్‌, బాలీవుడ్‌ స్టార్‌ అక్షయ్‌ కుమార్‌ల చుట్టూనే కథ నడుస్తుంది.
",0
925,"ఓ రోబో పాత్రల్లో రజనీ నటన ఆకట్టుకుంటుంది.
",0
926,"మూడు పాత్రల్లో భిన్నంగా రజనీ చేసిన అద్భుతం అభిమానులకు కన్నులపండువగా ఉంటుంది.
",0
927,"ఓగా రజనీ మేనరిజమ్స్‌కు థియేటర్‌లో విజిల్స్‌ పడతాయి.
",0
928,"ఈ వయసులో రజనీ చూపించిన డెడికేషన్‌ తెర మీద కనిపిస్తుంది.
",0
929,"యాక్షన్స్‌ సీన్స్‌లోనూ రజనీ సూపర్బ్ అనిపించారు.
",0
930,"ఇక అక్షయ్‌కుమార్‌ నటన ఈ సినిమాకు ప్రత్యేకంగా నిలుస్తుంది.
",0
931,"పక్షిరాజాలా అక్షయ్‌ నటన అందరినీ ఆశ్చర్యపరుస్తుంది.
",0
932,"ఓ సాధారణ ప్రోఫెసర్‌ సమాజాన్ని పక్షి జాతిని కాపాడేందుకు పడే వేదనను ఆయన అద్భుతంగా పలికించారు.
",0
933,"భారీ ప్రోస్తటిక్‌ మేకప్‌లోనూ అద్భుతమైన నటనతో ఆకట్టకున్నారు.
",0
934,"అంత భారీ సూట్‌, మేకప్‌ తో నటించిన అక్షయ్‌ కష్టం సినిమాకు చాలా పస్ల్‌ అయ్యింది.
",0
935,"అక్షయ్‌ నటనలోని మరోకోణాన్ని శంకర్‌ అద్భుతంగా ఆవిష్కరించాడు.
",0
936,"రోబో వెన్నెలగా అమీ జాక్సన్‌  తన పరిధి మేరకు ఆకట్టుకునే ప్రయత్నం చేసింది.
",0
937,"యాక్షన్‌ సీన్స్‌లోనూ అలరిం‍చింది.
",0
938,"ఇతర పాత్రల్లో సుధాన్షు పాండే, ఆదిల్‌ హుస్సేన్‌, కళాభవన్‌ షాజోన్‌లు తమ పాత్రల్లో ఒదిగిపోయారు.
",0
939,"శంకర్‌ తన సినిమాను సామాజిక సమస్యలు, సందేశాత్మక అంశాలను జోడించి తెరకెక్కిస్తాడన్న సంగతి అందరికీ తెలిసిందే.
",0
940,"ఇప్పటివరకూ శంకర్‌ తీసిన సినిమాలను చూస్తే ఆ విషయం అర్థమవుతుంది.
",0
941,"అయితే ఈ సినిమాకు కూడా సామాజిక కోణంలోంచే కథను ఎంచుకుని దానికి అధునాతన సాంకేతికతను జోడించిన తీరు బాగుంది.
",0
942,"సెల్‌ఫోన్లకు మనుషులు ఏవిధంగా బానిసవుతున్నారో? దానివల్ల ఎలాంటి పరిణామాలు చోటుచేసుకుంటున్నాయో అన్న అంశాలను భారీగా తెరకెక్కించారు.
",0
943,"విజువల్‌ వండర్‌గా తెరకెక్కిన ఈ సినిమా సినీ ప్రేమికులను మరో ప్రపంచంలోకి తీసుకెళ్తుంది.
",0
944,"సినిమాలో ఎక్కువగా సైన్స్‌ అండ్‌ టెక్నాలజీకి సంబంధించిన పదాలు వాడటంతో అవి సామాన్య ప్రేక్షకులకు అర్థం కావటం కాస్త కష్టమే.
",0
945,"తొలి భాగం  అంతా సెల్‌ఫోన్స్‌ మాయం కావటం, అందుకు కారణాలను తెలుసుకునేందుకు ప్రభుత్వం, వసీకరణ్ చేసే ప్రయత్నాలతో సరిపెట్టేసిన దర్శకుడు అసలు కథ, మలుపులను ద్వితీయార్థంలోనే చూపించాడు.
",0
946,"ఆ నలుగురు, అందరి బంధువయా లాంటి హార్ట్‌ టచింగ్‌ సినిమాలను తెరకెక్కించిన చంద్ర సిద్ధార్థ దర్శకత్వంలో కన్నడలో ఘనవిజయం సాదించిన రామ రామరే సినిమాకు రీమేక్‌ తెరకెక్కిన తాజా చిత్రం ఆటగదరా శివ.
",0
947,"ఈ సినిమాలో కన్నడ నటుడు దొడ్డన్న, ఉదయ్‌ శంకర్‌, జబర్దస్త్‌ ఫేం హైపర్‌ ఆదిలు కీలక పాత్రల్లో నటించారు.
",0
948,"దాదాపు మూడేళ్ల విరామం తరువాత చంద్ర సిద్ధార్థ్‌ దర్శకత్వంలో తెరకెక్కిన సినిమా కావటంతో ఆటగదరా శివపై ఆసక్తి నెలకొంది.
",0
949,"మరి ఆ అంచనాలను ఈ సినిమా అందుకుందా.
",0
950,"ఛలో సినిమాతో సక్సెస్‌ అందుకున్న యువహీరో నాగశౌర్య ఈ సారి కుటుంబ నేపథ్యంలో ఒక మంచి ఫ్యామిలీ ఎంటర్టెనర్ ‘అమ్మమ్మగారిల్లు’తో ప్రేక్షకుల ముందుకు వచ్చాడు.
",0
951,"2009లో వచ్చిన ‘ఓయ్’ తర్వాత చాలా గ్యాప్ తీసుకున్న హీరోయిన్ షామిలీ ఈ సినిమా ద్వారా తెలుగులో హీరోయిన్‌గారీ ఎంట్రీ ఇచ్చింది.
",0
952,"వేసవి సెలవుల్లో అందరూ అమ్మమ్మ గారింటికి వెళ్తారు.
",0
953,"అయితే నాగశౌర్య ఈ వేసవిలో ‘అమ్మమ్మ గారిల్లు’కు వచ్చేలా చేశాడో లేదో తెలుసుకుందాం.
",0
954,"రంగారావు (చలపతి), సీతా మహాలక్ష్మి (సుమిత్ర) గారిది పిఠాపురంలో ఓ పెద్ద కుటుంబం.
",0
955,"వీరికి ఐదుగురు సంతానం.
",0
956,"ముగ్గురు కొడుకులు, ఇద్దరు కూతుళ్లు.
",0
957,"పెద్ద కొడుకు (రావు రమేశ్‌) తండ్రిని ఆస్తి పంచమని అడుగుతూ ఉంటాడు.
",0
958,"ఆస్తి కంటే అనుబంధాలు గొప్పవి, ఆస్తిని విడగొడితే అందరూ దూరమవుతారని కొడుక్కు నచ్చజెపుతాడు తండ్రి.
",0
959,"కానీ బాబురావు(రావు రమేశ్‌) వినడు.
",0
960,"అలా ఓసారి  జరిగిన గొడవలో ఆ ఇంటి పెద్దల్లుడు (సుమన్‌)ను చేయిజేసుకుంటాడు బాబురావు.
",0
961,"ఆ అవమానంతో సుమన్‌ తన మామగారి కుటుంబానికి దూరంగా ఉంటారు.
",0
962,"అల్లుడు గారికి జరిగిన అవమానం, కొడుకు ఆస్తి కోసం చేసే అల్లరితో చలపతి చనిపోతాడు.
",0
963,"కొడుకులు, కూతుళ్లు అందరూ సీతామహాలక్ష్మిని ఒంటరిగా వదిలేసి వెళ్లిపోతారు.
",0
964,"చిన్నప్పటి నుంచి సుమన్‌ కొడుకు సంతోష్‌ (నాగశౌర్య)కు మాత్రం అమ్మమ్మ అంటే చాలా ఇష్టం.
",0
965,"అయితే ఈ గొడవలన్నింటికి కారణమైన ఆస్తిని ఎవరు పంచారు? ఎప్పుడు పంచారు? తిరిగి వీరంతా ఎలా కలుసుకుంటారు? వీటన్నింటికి హీరో చేసిన పనులేంటి అనేదే కథ.
",0
966,"ఎప్పటిలాగే నాగశౌర్య అందంగా కనిపించాడు.
",0
967,"నిజంగా ఇంట్లో మనవడిలా అనిపిస్తాడు.
",0
968,"అమ్మమ్మ బాధల్ని తీర్చే మంచి మనవడిగా, కుటుంబాన్ని కలిపే పెద్దమనిషిగా నటిస్తూ మెప్పించాడు.
",0
969,"షామిలీ ఓయ్‌ సినిమాతో హీరోయిన్‌గా ఎంట్రీ ఇచ్చినా… మళ్లీ ఇన్నేళ్ల తరువాత ఈ సినిమాతో రీ ఎంట్రీ ఇచ్చారు.
",0
970,"తన పాత్ర మేరకు ఉన్నంతలో అందంగానూ కనిపించారు.
",0
971,"ప్రేక్షకులకు నచ్చేలాను నటించారు.
",0
972,"రావు రమేశ్‌ నటనకు పేరు పెట్టలేం.
",0
973,"మళ్లీ తన విశ్వరూపాన్ని చూపించారు.
",0
974,"నాగశౌర్య తరువాత ఈ సినిమాలో ప్రధానంగా చెప్పుకోవాల్సింది రావు రమేశ్‌ పాత్ర గురించే.
",0
975,"ఇలాంటి పాత్రల్లో నటించడం ఆయనకు కొత్తేంకాదు.
",0
976,"అమ్మమ్మగా చేసిన సుమిత్ర కంటతడి పెట్టించారు.
",0
977,"మిగతా పాత్రల్లో శివాజీ రాజా, హేమ, షకలక శంకర్‌, సుధా, సుమన్‌ అందరూ తమ పరిధి మేరకు నటించారు.
",0
978,"అమ్మమ్మ గారిల్లు అని టైటిల్‌ చూసిన ప్రతి ఒక్కరికి కథేంటో అర్థమైపోతుంది.
",0
979,"అయితే ఇలా అందరూ ఊహించే కథే అయినా.
",0
980,"సరిగా ప్రజెంట్‌ చేస్తే ప్రేక్షకులు ఆదరిస్తారు అని నమ్మిన దర్శక నిర్మాతల గురించి మొదట చెప్పుకోవాలి.
",0
981,"కొన్ని పదునైన మాటలతో మనసును తాకేలా చేశారు డైరెక్టర్‌ సుందర్‌ సూర్య.
",0
982,"తులం బంగారం కాదు గుణం బంగారం కావాలి లాంటి మంచి మాటలు సినిమాలో బాగానే ఉన్నాయి.
",0
983,"బరువైన బంధాలను అంతే బరువైన సంభాషణలతో నడిపించాడు.
",0
984,"కథలో ఏ మాత్రం కొత్తదనం కనపడకపోయినా… కథకు ఇచ్చిన ట్రీట్‌మెంట్‌ వర్కౌట్‌ అయ్యేలా ఉంది.
",0
985,"సెకండాఫ్‌లో ‘లాక్‌ ది ఏజ్‌’ అనే ఎపిసోడ్‌ కాసేపు నవ్వించి, కాసేపు ఏడిపించేసింది.
",0
986,"ఆ ఎపిసోడ్‌ సినిమాకు కలిసొచ్చే అంశమే.
",0
987,"ఈ విషయాల్లో డైరక్టర్‌ సక్సెస్‌ సాధించారు.
",0
988,"తరువాతి అంశంగా సంగీతం గురించి చెప్పుకోవాలి.
",0
989,"హీరోకు, హీరోయిన్‌కు అనవసరమైన ఇంట్రడక్షన్‌ సాంగ్స్‌ పెట్టకుండా.
",0
990,"ఉన్న రెండు మూడు పాటలు కూడా అలా కథతో పాటు వచ్చి వెళ్తాయి.
",0
991,"రసూల్‌ అందించిన సినిమాటోగ్రఫీలో హీరో హీరోయిన్లు అందంగా కనిపించారు.
",0
992,"ఎడిటింగ్‌ కూడా బాగానే ఉంది.
",0
993,"నాలుగు ఫైట్లు, ఐదు పాటలు, ఆరు మాస్‌ డైలాగ్‌లు లాంటి సినిమా కాదిది.
",0
994,"ఈ బిజీ లైఫ్‌లో మనం ఏం కోల్పోతున్నామో తెలుసుకోవాలంటే.
",0
995,"చూడాల్సిన సినిమా.
",0
996,"అయితే రెగ్యులర్‌ మాస్‌ సినిమాలను ఇష్టపడే ప్రేక్షకులు ఈ సినిమాను ఎలా రిసీవ్‌ చేసుకుంటారో చూడాలి.
",0
997,"ఇప్పటికే విలక్షణ పాత్రలో మెప్పించిన మంచు లక్ష్మీ తాజాగా W/O రామ్‌ సినిమాతో మరోసారి ప్రేక్షకుల ముందుకు వచ్చారు.
",0
998,"తెలుగు తెర మీద అరుదుగా కనిపించే క్రైం ఇన్వెస్టిగేషన్‌ థ్రిల్లర్‌ జానర్‌లో తెరకెక్కిన ఈ సినిమాతో విజయ్‌ ఎలకంటి దర్శకుడిగా పరిచయం అయ్యాడు.
",0
999,"టీజర్‌, ట్రైలర్‌లతోనే ఇంట్రస్ట్ క్రియేట్‌ చేసిన W/O రామ్‌ ప్రేక్షకులను ఏమేరకు ఆకట్టుకుంది.
",0
1000,"? నటిగా మంచు లక్ష్మీ మరోసారి ఆకట్టుకున్నారా.
",0
1001,"పాతికేళ్ల క్రితం ఈవీవీ సత్యనారాయణ తీసిన ఎవర్ గ్రీన్ కామెడీ హిట్ టైటిల్ ని పెట్టుకుని ఓ మోస్తరు అంచనాలతో విడుదలైన  జంబలకిడిపంబ ఈ రోజు ప్రేక్షకుల తీర్పు కోసం వచ్చేసింది.
",0
1002,"ట్రైలర్ ని బట్టి దాని రీమేక్ ఏమో అన్న అనుమానాలు కలిగినా లైన్ మాత్రం అందులోది తీసుకుని పూర్తిగా కొత్త కథతో దీన్ని అల్లుకున్నారు.
",0
